text,label
cực kỳ Mình vừa học xong một bài mới và hiểu rất rõ. trong giờ ra chơi :),Positive
hơi Bố mẹ không hài lòng về kết quả học tập của mình.!,Negative
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi..",Positive
"Mình giúp bạn giải bài tập khó, cả hai đều vui.",Positive
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. trong lớp học và mình nghĩ sẽ tốt hơn lần sau.,Negative
"cực kỳ Mình bị mất đồ dùng học tập, cảm giác rất tệ. khi thảo luận nhóm :)",Negative
khá Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. :),Negative
"rất Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. và mình nghĩ sẽ tốt hơn lần sau.",Negative
Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày..,Positive
vô cùng Mình nhận được lời khen từ thầy giáo chủ nhiệm.,Positive
thật sự Thầy cô khen ngợi làm mình có động lực học tập hơn. khi nói chuyện với bạn bè,Positive
Mình tham gia tiết học thể dục như mọi khi. ở trường.,Neutral
"rất Mình không làm được bài kiểm tra, cảm giác bất lực. - mình tự nhủ.",Negative
"hơi Mình bị chê bai trước lớp, rất xấu hổ. ở trường.",Negative
"Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. khi thảo luận nhóm (thật bất ngờ).",Neutral
Bạn thân hiểu lầm khiến mình buồn bã. vào buổi chiều,Negative
thật sự Cảm giác thất bại khi không đạt mục tiêu đề ra. và mình nghĩ sẽ tốt hơn lần sau.,Negative
đặc biệt Mình kiểm tra lại lịch học tuần này.!,Neutral
"Mình vừa bị điểm kém môn Toán, rất buồn.",Negative
"Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào..",Positive
Bạn cùng lớp không hợp tác khi làm nhóm. vào buổi chiều!,Negative
quá Bố mẹ không hài lòng về kết quả học tập của mình. trong giờ ra chơi!,Negative
"khá Nhóm mình bất đồng ý kiến, kết quả không như mong đợi.",Negative
thật sự Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra.,Negative
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. khi nói chuyện với bạn bè.",Positive
quá Mình đạt giải nhất cuộc thi hùng biện của trường. và mình nghĩ sẽ tốt hơn lần sau.,Positive
"khá Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. trong giờ ra chơi",Negative
đặc biệt Mình đến lớp đúng giờ và nghe giảng đầy đủ.,Neutral
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! ở trường - mình tự nhủ.",Positive
đặc biệt Mình làm bài tập nhóm cùng các bạn. vào buổi chiều,Neutral
Mình vừa hoàn thành bài tập về nhà. vào buổi sáng.,Neutral
đặc biệt Mình chuẩn bị sách vở cho buổi học tiếp theo.!,Neutral
hơi Bạn cùng lớp không hợp tác khi làm nhóm..,Negative
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra.,Negative
thật sự Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra.,Negative
cực kỳ Mình chuẩn bị sách vở cho buổi học tiếp theo. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. vào buổi sáng",Neutral
"Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công.",Negative
"thật sự Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. (thật bất ngờ).",Neutral
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. và mình nghĩ sẽ tốt hơn lần sau.,Positive
cực kỳ Mình đến lớp đúng giờ và nghe giảng đầy đủ. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! ở trường và mình nghĩ sẽ tốt hơn lần sau.",Positive
hơi Thầy cô phê bình làm mình buồn cả ngày. vào buổi chiều.,Negative
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. và mình nghĩ sẽ tốt hơn lần sau.",Neutral
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.",Negative
Mình vừa làm xong bài tập nhỏ.,Neutral
thật sự Mình đến lớp đúng giờ và nghe giảng đầy đủ.,Neutral
cực kỳ Thầy cô phê bình làm mình buồn cả ngày. - mình tự nhủ.,Negative
Thầy cô phê bình làm mình buồn cả ngày. (thật bất ngờ).,Negative
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ..",Positive
Thầy cô phê bình làm mình buồn cả ngày. và mình nghĩ sẽ tốt hơn lần sau.,Negative
"cực kỳ Mình nộp bài trễ nên bị trừ điểm, rất buồn.",Negative
Mình đạt giải nhất cuộc thi hùng biện của trường.!,Positive
thật sự Cảm giác thất bại khi không đạt mục tiêu đề ra. và mình nghĩ sẽ tốt hơn lần sau.,Negative
Mình vừa làm xong bài tập nhỏ. vào buổi sáng :),Neutral
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. - mình tự nhủ.,Negative
"rất Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. - mình tự nhủ.",Neutral
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. (thật bất ngờ).",Negative
Cảm giác thất bại khi không đạt mục tiêu đề ra. (thật bất ngờ).,Negative
"Mình vừa bị điểm kém môn Toán, rất buồn. trong giờ ra chơi (thật bất ngờ).",Negative
Cảm giác thất bại khi không đạt mục tiêu đề ra.,Negative
cực kỳ Bạn cùng lớp không hợp tác khi làm nhóm. trong giờ ra chơi - mình tự nhủ.,Negative
"Giờ ra chơi, mình ngồi đọc sách. (thật bất ngờ).",Neutral
quá Mình vừa làm xong bài tập nhỏ. - mình tự nhủ.,Neutral
Thầy cô khen ngợi làm mình có động lực học tập hơn. (thật bất ngờ).,Positive
Mình ăn trưa ở căn tin cùng bạn bè. trong giờ ra chơi,Neutral
"thật sự Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. khi thảo luận nhóm.",Positive
"cực kỳ Mình bị mất đồ dùng học tập, cảm giác rất tệ. - mình tự nhủ.",Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn.,Positive
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. khi thảo luận nhóm!",Positive
Mình kiểm tra lại lịch học tuần này.!,Neutral
cực kỳ Bạn thân hiểu lầm khiến mình buồn bã. trong kỳ thi.,Negative
"thật sự Thời tiết hôm nay mát mẻ, mình đi học đúng giờ.",Neutral
Cảm giác thất bại khi không đạt mục tiêu đề ra. trong giờ ra chơi,Negative
"Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. ở trường!",Neutral
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. và mình nghĩ sẽ tốt hơn lần sau.,Negative
thật sự Mình kiểm tra lại lịch học tuần này. trong giờ ra chơi!,Neutral
cực kỳ Mình chuẩn bị sách vở cho buổi học tiếp theo.,Neutral
thật sự Mỗi ngày đến lớp đều cảm thấy áp lực.,Negative
Mình chuẩn bị sách vở cho buổi học tiếp theo. ở trường và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"hơi Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần.",Neutral
đặc biệt Mình ăn trưa ở căn tin cùng bạn bè. vào buổi chiều và mình nghĩ sẽ tốt hơn lần sau.,Neutral
thật sự Mình tham gia tiết học thể dục như mọi khi. :),Neutral
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt.!",Positive
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. khi làm bài tập - mình tự nhủ.,Negative
thật sự Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình..,Positive
"đặc biệt Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. vào buổi sáng.",Positive
cực kỳ Cảm giác thất bại khi không đạt mục tiêu đề ra. khi nói chuyện với bạn bè,Negative
"Mình bị chê bai trước lớp, rất xấu hổ. khi nói chuyện với bạn bè!",Negative
vô cùng Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong giờ ra chơi :),Positive
Mình vừa nhận được thông báo từ giáo viên.,Neutral
rất Mình đến lớp đúng giờ và nghe giảng đầy đủ. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng. - mình tự nhủ.",Negative
thật sự Mình vừa nhận được thông báo từ giáo viên. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
hơi Mình đạt giải nhất cuộc thi hùng biện của trường..,Positive
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. (thật bất ngờ).,Positive
thật sự Mình kiểm tra lại lịch học tuần này. trong lớp học,Neutral
quá Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. khi làm bài tập (thật bất ngờ).,Positive
Bố mẹ không hài lòng về kết quả học tập của mình..,Negative
"Mình không làm được bài kiểm tra, cảm giác bất lực. khi thảo luận nhóm!",Negative
Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. khi nói chuyện với bạn bè,Positive
"quá Mình giúp bạn giải bài tập khó, cả hai đều vui. trong giờ ra chơi",Positive
"hơi Nhóm mình bất đồng ý kiến, kết quả không như mong đợi.",Negative
"đặc biệt Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. khi làm bài tập - mình tự nhủ.",Positive
"Mình giúp bạn giải bài tập khó, cả hai đều vui.",Positive
cực kỳ Bố mẹ tự hào về thành tích học tập của mình. khi nói chuyện với bạn bè,Positive
Thầy cô phê bình làm mình buồn cả ngày. vào buổi sáng,Negative
"thật sự Mình vừa nhận được học bổng, cảm giác như mơ vậy! - mình tự nhủ.",Positive
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi.",Positive
khá Mình đến lớp đúng giờ và nghe giảng đầy đủ. - mình tự nhủ.,Neutral
Hôm nay không có sự kiện gì nổi bật ở trường..,Neutral
"Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. ở trường - mình tự nhủ.",Positive
"Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào. trong lớp học!",Positive
Thầy cô khen ngợi làm mình có động lực học tập hơn.,Positive
rất Bạn bè không quan tâm khiến mình thấy cô đơn.,Negative
Bạn cùng lớp không hợp tác khi làm nhóm. :),Negative
Bạn cùng lớp không hợp tác khi làm nhóm. khi nói chuyện với bạn bè.,Negative
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. (thật bất ngờ).",Neutral
Cảm giác chiến thắng khi vượt qua thử thách lớn.,Positive
thật sự Mình vừa nhận được thông báo từ giáo viên..,Neutral
Hôm nay mình đọc tài liệu môn học. (thật bất ngờ).,Neutral
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. khi thảo luận nhóm.",Positive
Cảm giác thất bại khi không đạt mục tiêu đề ra. :),Negative
hơi Mình bị đau ốm nên không thể đi học. vào buổi sáng và mình nghĩ sẽ tốt hơn lần sau.,Negative
đặc biệt Mỗi ngày đến lớp đều cảm thấy áp lực. khi nói chuyện với bạn bè!,Negative
hơi Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. khi nói chuyện với bạn bè,Positive
"Giờ ra chơi, mình ngồi đọc sách. khi làm bài tập :)",Neutral
Thầy cô khen ngợi làm mình có động lực học tập hơn. (thật bất ngờ).,Positive
khá Mình đến lớp đúng giờ và nghe giảng đầy đủ. khi làm bài tập - mình tự nhủ.,Neutral
Mình đạt giải nhất cuộc thi hùng biện của trường. vào buổi chiều,Positive
"khá Mình nộp bài trễ nên bị trừ điểm, rất buồn. ở trường",Negative
hơi Mình bị đau ốm nên không thể đi học. và mình nghĩ sẽ tốt hơn lần sau.,Negative
Bạn cùng lớp không hợp tác khi làm nhóm. vào buổi sáng,Negative
Mình vừa hoàn thành bài tập về nhà. (thật bất ngờ).,Neutral
"quá Mình không làm được bài kiểm tra, cảm giác bất lực. vào buổi sáng!",Negative
Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra.,Negative
Bạn bè không quan tâm khiến mình thấy cô đơn.!,Negative
vô cùng Mình tham gia tiết học thể dục như mọi khi. khi làm bài tập.,Neutral
"đặc biệt Mình bị chê bai trước lớp, rất xấu hổ. vào buổi sáng (thật bất ngờ).",Negative
"Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. vào buổi sáng (thật bất ngờ).",Positive
Thầy cô khen ngợi làm mình có động lực học tập hơn. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.,Positive
thật sự Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. và mình nghĩ sẽ tốt hơn lần sau.,Positive
Hôm nay mình đọc tài liệu môn học..,Neutral
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. khi nói chuyện với bạn bè và mình nghĩ sẽ tốt hơn lần sau.",Positive
"quá Mình không làm được bài kiểm tra, cảm giác bất lực. vào buổi sáng",Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn. trong kỳ thi,Positive
Mình vừa hoàn thành bài tập về nhà. (thật bất ngờ).,Neutral
"Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. trong giờ ra chơi :)",Neutral
"Mình không làm được bài kiểm tra, cảm giác bất lực. trong kỳ thi",Negative
"cực kỳ Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. (thật bất ngờ).",Neutral
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. vào buổi sáng,Positive
Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. khi nói chuyện với bạn bè,Negative
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. vào buổi chiều :)",Neutral
Hôm nay mình đọc tài liệu môn học. ở trường và mình nghĩ sẽ tốt hơn lần sau.,Neutral
Mỗi ngày đến lớp đều cảm thấy áp lực. trong kỳ thi.,Negative
"quá Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công..",Negative
khá Mình vừa học xong một bài mới và hiểu rất rõ. khi thảo luận nhóm,Positive
"Lịch học hôm nay khá dày, mình cần sắp xếp thời gian.",Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo. khi thảo luận nhóm.,Neutral
"Mình bị chê bai trước lớp, rất xấu hổ. (thật bất ngờ).",Negative
Bố mẹ tự hào về thành tích học tập của mình. trong lớp học và mình nghĩ sẽ tốt hơn lần sau.,Positive
cực kỳ Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. (thật bất ngờ).,Positive
"hơi Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. khi thảo luận nhóm!",Positive
Bố mẹ không hài lòng về kết quả học tập của mình. vào buổi sáng,Negative
Mỗi ngày đến lớp đều cảm thấy áp lực. :),Negative
rất Mình kiểm tra lại lịch học tuần này. ở trường - mình tự nhủ.,Neutral
"cực kỳ Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường.!",Neutral
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. - mình tự nhủ.,Positive
"Giờ ra chơi, mình ngồi đọc sách. (thật bất ngờ).",Neutral
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. khi làm bài tập",Positive
Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. và mình nghĩ sẽ tốt hơn lần sau.,Positive
"Mình vừa nhận được học bổng, cảm giác như mơ vậy!",Positive
thật sự Mình vừa học xong một bài mới và hiểu rất rõ. (thật bất ngờ).,Positive
Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. vào buổi chiều và mình nghĩ sẽ tốt hơn lần sau.,Positive
"thật sự Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ..",Positive
Thầy cô phê bình làm mình buồn cả ngày.!,Negative
thật sự Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. - mình tự nhủ.,Negative
"đặc biệt Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. (thật bất ngờ).",Positive
rất Cảm giác thất bại khi không đạt mục tiêu đề ra..,Negative
"Mình vừa nhận được học bổng, cảm giác như mơ vậy! và mình nghĩ sẽ tốt hơn lần sau.",Positive
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. và mình nghĩ sẽ tốt hơn lần sau.",Negative
rất Thầy cô khen ngợi làm mình có động lực học tập hơn.,Positive
"Nhóm mình hợp tác rất ăn ý, kết quả vượt ngoài mong đợi. vào buổi chiều (thật bất ngờ).",Positive
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng. khi nói chuyện với bạn bè.",Negative
Mình được mời tham gia đội tuyển học sinh giỏi. (thật bất ngờ).,Positive
thật sự Bạn cùng lớp hỗ trợ nhau học tập rất nhiệt tình. khi thảo luận nhóm,Positive
Mình vừa làm xong bài tập nhỏ.,Neutral
Mình chuẩn bị sách vở cho buổi học tiếp theo..,Neutral
rất Mình vừa học xong một bài mới và hiểu rất rõ. và mình nghĩ sẽ tốt hơn lần sau.,Positive
vô cùng Mình bị đau ốm nên không thể đi học. khi thảo luận nhóm và mình nghĩ sẽ tốt hơn lần sau.,Negative
"Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. trong giờ ra chơi.",Neutral
thật sự Hôm nay mình đọc tài liệu môn học. - mình tự nhủ.,Neutral
"quá Mình không làm được bài kiểm tra, cảm giác bất lực. khi thảo luận nhóm",Negative
cực kỳ Mình vừa nhận được thông báo từ giáo viên.,Neutral
Bố mẹ tự hào về thành tích học tập của mình.!,Positive
cực kỳ Mình đến lớp đúng giờ và nghe giảng đầy đủ. (thật bất ngờ).,Neutral
"đặc biệt Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. và mình nghĩ sẽ tốt hơn lần sau.",Negative
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. (thật bất ngờ).",Positive
"cực kỳ Mình bị mất đồ dùng học tập, cảm giác rất tệ.",Negative
Bạn thân hiểu lầm khiến mình buồn bã. trong kỳ thi (thật bất ngờ).,Negative
"Giờ ra chơi, mình ngồi đọc sách. khi thảo luận nhóm!",Neutral
khá Hôm nay không có sự kiện gì nổi bật ở trường. trong kỳ thi - mình tự nhủ.,Neutral
"thật sự Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ.!",Positive
vô cùng Mình tham gia tiết học thể dục như mọi khi..,Neutral
"Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào. khi làm bài tập (thật bất ngờ).",Positive
Mình vừa nhận được thông báo từ giáo viên. trong kỳ thi - mình tự nhủ.,Neutral
cực kỳ Tham gia câu lạc bộ nhưng không ai nói chuyện với mình. khi nói chuyện với bạn bè!,Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn.,Positive
cực kỳ Mình ghi chú lại bài giảng để dễ học hơn. và mình nghĩ sẽ tốt hơn lần sau.,Neutral
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. - mình tự nhủ.",Positive
"thật sự Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. (thật bất ngờ).",Neutral
Mình nhận được lời khen từ thầy giáo chủ nhiệm.,Positive
"Giờ ra chơi, mình ngồi đọc sách..",Neutral
"Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường.",Neutral
"hơi Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. khi thảo luận nhóm và mình nghĩ sẽ tốt hơn lần sau.",Neutral
"cực kỳ Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. ở trường và mình nghĩ sẽ tốt hơn lần sau.",Negative
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. :)",Negative
Hôm nay không có sự kiện gì nổi bật ở trường.,Neutral
Mình vừa học xong một bài mới và hiểu rất rõ. trong giờ ra chơi (thật bất ngờ).,Positive
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. trong kỳ thi - mình tự nhủ.",Neutral
Bạn thân hiểu lầm khiến mình buồn bã. ở trường - mình tự nhủ.,Negative
thật sự Mình vừa nhận được thông báo từ giáo viên. khi làm bài tập và mình nghĩ sẽ tốt hơn lần sau.,Neutral
Mình đến lớp đúng giờ và nghe giảng đầy đủ. khi nói chuyện với bạn bè :),Neutral
Mỗi ngày đến lớp đều cảm thấy áp lực. vào buổi chiều :),Negative
quá Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong giờ ra chơi :),Positive
Mình vừa nhận được thông báo từ giáo viên. trong lớp học :),Neutral
"Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. vào buổi sáng",Negative
"khá Mình tham gia buổi học nhóm, mọi thứ diễn ra bình thường. (thật bất ngờ).",Neutral
Cảm giác thất bại khi không đạt mục tiêu đề ra. vào buổi sáng!,Negative
Cảm giác thất bại khi không đạt mục tiêu đề ra. :),Negative
cực kỳ Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. khi làm bài tập,Positive
"Cả lớp cùng nhau tổ chức tiệc, không khí thật vui vẻ. vào buổi sáng",Positive
"Mình bị loại khỏi đội tuyển, cảm giác thất vọng. (thật bất ngờ).",Negative
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.",Positive
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. trong kỳ thi.",Negative
Mình ăn trưa ở căn tin cùng bạn bè. (thật bất ngờ).,Neutral
"quá Mình nộp bài trễ nên bị trừ điểm, rất buồn. vào buổi sáng :)",Negative
khá Mình ghi chú lại bài giảng để dễ học hơn..,Neutral
đặc biệt Mỗi ngày đến lớp đều cảm thấy áp lực. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.,Negative
Mình kiểm tra lại lịch học tuần này. trong lớp học,Neutral
"Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. vào buổi sáng (thật bất ngờ).",Negative
"Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. và mình nghĩ sẽ tốt hơn lần sau.",Negative
Bạn cùng lớp không hợp tác khi làm nhóm. khi nói chuyện với bạn bè - mình tự nhủ.,Negative
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút..",Neutral
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. vào buổi sáng!",Negative
"Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. trong lớp học!",Negative
rất Hôm nay mình đọc tài liệu môn học. khi nói chuyện với bạn bè,Neutral
"Mình vừa bị điểm kém môn Toán, rất buồn. trong giờ ra chơi",Negative
Mình cảm thấy vô cùng hạnh phúc khi được điểm cao trong bài kiểm tra. trong kỳ thi :),Positive
